 &plot nbnd= 100, nks=   701 /
            0.000000  0.000000  0.000000
    9.038    9.821    9.839   10.241   10.983   11.083   11.254   12.759   12.849   13.317
   14.031   15.797   16.202   16.390   16.807   17.255   17.308   18.517   20.309   20.463
   20.608   21.637   21.658   22.041   23.458   24.863   25.145   25.230   25.391   25.839
   28.234   29.014   29.153   29.473   30.392   30.538   30.796   31.755   31.911   34.309
   34.549   35.765   36.479   36.704   38.395   38.453   38.985   38.994   39.042   39.733
   39.742   40.541   40.754   41.113   41.270   42.062   42.379   42.502   42.518   43.332
   44.082   44.170   44.824   44.888   45.481   45.625   46.407   46.445   46.910   46.967
   47.391   47.398   47.997   48.183   48.341   48.435   48.573   48.943   49.281   50.173
            0.048341  0.000000  0.020372
  -72.233  -72.224  -38.011  -38.011  -37.998  -37.984  -37.945  -37.945  -28.808   -9.827
   -9.827   -9.810   -0.764    1.965    5.880    7.323    7.331    8.103    8.496    9.017
    9.042    9.821    9.838   10.239   10.961   11.074   11.276   12.733   12.848   13.343
   14.042   15.802   16.204   16.379   16.815   17.253   17.324   18.508   20.275   20.454
   20.622   21.630   21.659   22.052   23.473   24.849   25.148   25.257   25.396   25.855
   28.198   29.000   29.133   29.516   30.360   30.545   30.815   31.768   31.952   34.240
   34.558   35.739   36.511   36.728   38.339   38.413   38.996   39.010   39.040   39.709
   39.770   40.525   40.744   41.183   41.186   42.076   42.351   42.509   42.581   43.335
   44.023   44.176   44.778   44.891   45.581   45.631   46.399   46.443   46.892   46.969
   47.363   47.376   47.952   48.111   48.372   48.444   48.550   49.025   49.374   50.209
            0.055247  0.000000  0.023283
  -72.233  -72.224  -38.011  -38.011  -37.998  -37.984  -37.945  -37.945  -28.808   -9.827
   -9.827   -9.810   -0.762    1.964    5.883    7.321    7.331    8.105    8.493    9.015
    9.046    9.821    9.836   10.236   10.939   11.063   11.299   12.706   12.846   13.369
   14.055   15.808   16.206   16.366   16.826   17.249   17.341   18.498   20.240   20.444
   20.634   21.622   21.659   22.065   23.490   24.836   25.152   25.286   25.403   25.872
